"Title","Original Author","Type","Uniform Title","Translation Title","Full Translation Title","Series/Journal","Publication Year","Place of Publication","Publisher","Pagination","Princeton Call Number","URL","Edition","Notes","Translator","Original Language","ISBN","Translation Language","Genre","Century","Additional Information"
"An anonymous dialogue with a Jew","Anonymous","Book"," Anonymus dialogus cum Iudaeis","An anonymous dialogue with a Jew","An anonymous dialogue with a Jew : introduction, translation and notes by Lee M. Fields.","Corpus Christianorum in translation 6","2012","Turhout","Brepols","238 p.","","","","The source text for this volume originally appeared in Corpus Christianorum, Series Graeca (CCSG 30) as Anonymous - Dialogus cum Iudaeis saeculi ut videtur sexti. Revised version of the editor’s thesis (Ph.D.)--Hebrew Union College-Jewish Institute of Religion, Cincinnati, 2001.
","Fields, Lee M.","Greek","9782503534459","English","Jews","6th",""
"Anna Komnene’s will","Comnena, Anna, b. 1083","Book","","Anna Komnene’s will"," Anna Komnene’s will IN: Byzantine religious culture : studies in honor of Alice-Mary Talbot, 99-121","Medieval Mediterranean 92","2012","Leiden ; Boston","Brill","","","","","","Papaioannou, Stratis","Greek","9789004212442 ","English","Law|Politics and government","12th",""
"Apocalypse","Pseudo-Methodius","Book","","Apocalypse","Apocalypse : an Alexandrian world chronicle, edited and translated by Benjamin Garstad","Dumbarton Oaks medieval library 14","2012","Cambridge, Mass. ; London England","Harvard University Press","xxxix, 420 p.","","","","The first work was wrongly attributed to St. Methodius of Olympus and was originally written in Syriac around 692 A.D. The second work is a sixth-century Latin adaptation of a Greek world chronicle, now lost; it is known under the name Excerpta Latina barbari.
","Garstad, Benjamin","Syriac|Latin","9780674053076","English","History","6th|7th",""
"Four Byzantine novels","Prodromus, Theodore|Manasses, Constantine, d. 1187|Nikētas, ho Eugeneianos, 12th cent.|Eustathius, Macrembolites, 12th cent.","Book","","Four Byzantine novels","Four Byzantine novels","Translated texts for Byzantinists 1","2012","Liverpool","Liverpool University Press","","","","","Rhodanthe and Dosikles / Theodore Prodromos -- Hysmine and Hysminias / Eumathios Makrembolites -- Aristandros and Kallithea / Constantine Manasses -- Drosilla and Charikles / Niketas Eugenianos
","Jeffreys, Elizabeth","Greek","9781846318252|1846318254","English","Romances","12th",""
"Miracle tales from Byzantium","Thekla, Saint|Mary, Blessed Virgin, Saint|Philotheos Kokkinos, Patriarch of Constantinople, 1300-1379|Gregory Palamas, Saint, 1296-1359","Book","","Miracle tales from Byzantium","Miracle tales from Byzantium : translated by Alice-Mary Talbot and Scott Fitzgerald Johnson","Dumbarton Oaks medieval library 12","2012","Cambridge, Mass.","Harvard University Press","xxiv, 448 p.","","","","Contents: Miracles of Saint Thekla -- Anonymous miracles of the Pege -- Miracles of Gregory Palamas / by Philotheos Kokkinos.
","Talbot, Alice-Mary|Johnson, Scott Fitzgerald","Greek","9780674059030|0674059034","English","Saints lives","5th|10th|14th",""
"On Constantinople and the Church of the Holy Apostles","Constantine, of Rhodes, active 10th century","Book","","on Constantinople and the Church of the Holy Apostles","On Constantinople and the Church of the Holy Apostles","","2012","Farnham, Surrey, England ; Burlington, VT","Ashgate","xii, 250 p.","","","","Constantine of Rhodes's tenth-century poem is an account of public monuments in Constantinople and of the Church of the Holy Apostles. In the opening section of the work, Constantine describes columns and sculptures within the city, seven of which he calls 'wonders'. In the second part of the poem, he portrays the Church of the Holy Apostles, offering an account of its architecture and internal decoration, notably the mosaics, seven of which are also depicted as 'wonders'. On one level, the poem offers an account of what was visible, a sense of city topography and, in the case of the Apostoleion, a vital description of a now-lost building. But it cannot be read as a straightforward description. Rather, Constantine's work offers insights into Byzantine perceptions of works of art. The monuments Constantine decided to portray and the ways in which he chose to describe them say as much, if not more, about the social and cultural milieu in which he operated as about the actual physical appearance of the monuments themselves. Further, the poem itself, as it survives in one fifteenth-century manuscript, raises questions: is it, in its current form, a single poem or is it made up of a compilation of Constantine's writings? This book supersedes the two previous editions of the poem, both dating to 1896, and provides the first full translation of the text. It consists of a new Greek edition of Constantine's poem, with an introductory essay, prepared by Ioannis Vassis, and a translation and commentary by a group of scholars headed by Liz James. Liz James also contributes an extensive discussion of the two distinct parts of the poem, the city monuments and the Church of the Holy Apostles.
","Vassis, Ioannis|James, Liz","Greek","9781409431671|9781283705707","English","Constantinople|Architecture|Churches|Poems|Art","10th",""
"On powers, or the magistracies of the Roman state","Lydus, Johannes Laurentius, 490-ca. 565","Book","De magistratibus populi Romani libri tres","On powers, or the magistracies of the Roman state","On powers, or the magistracies of the Roman state (De magistratibus reipublicae romanae) : translated and edited by Anastasius C. Bandy, with associate editors Anastasia Bandy, Demetrios J. Constantelos, and Craig J.N. de Paulo, preface by Michael Maas","","2012","Lewiston","The Edwin Mellen Press","","","","","","Bandy, Anastasius C.","Greek","9780773445260|0773445269","English","Politics and government","6th",""
"The Book of Alexander the Great","Pseudo-Callisthenes","Book","","The Book of Alexander the Great","The Book of Alexander the Great : a life of the conqueror","","2012","London ; New York","I.B. Tauris","192 p.","","","","","Stoneman, Richard","Greek","978-1-84885-294-5","English","Romances","10th|11th|12th|13th|14th",""
"The book of ceremonies","Constantine VII Porphyrogenitus, Emperor of the East, 905-959","Book","De ceremoniis","The book of ceremonies","The book of ceremonies","Byzantina Australiensia 18","2012","Canberra","Australian Association for Byzantine Studies ","2 v.","","","","""with, on the same page, the corresponding Greek text of the Corpus Scriptorum Historiae Byzantinae (Bonn 1829).""
","Moffatt, Ann|Tall, Maxeme","Greek","978-1-876503-42-0","English","Politics and government|Hippodrome|Constantinople|Ceremony","10th",""
"The history","Attaleiatēs, Michaēl, 11th cent.","Book","","The history","The history","Dumbarton Oaks medieval library","2012","Cambridge, Mass.","Harvard University Press","","","","","","Kaldellis, Anthony|Krallis, Dimitris","Greek","9780674057999|0674057996","English","History","11th",""
"The Hypotyposis of the monastery of the Theotokos Evergetis, Constantinople (11th-12th centuries)","Paul Evergetinos, d. 1054","Book","","The Hypotyposis of the monastery of the Theotokos Evergetis, Constantinople (11th-12th centuries)","The Hypotyposis of the monastery of the Theotokos Evergetis, Constantinople (11th-12th centuries) : introduction, translation and commentary ","","2012","Farnham ; Burlington, VT ","Ashgate","xvi, 313","","","","""This book forms part of the Evergetis Project which aims to investigate all surviving texts associated with the Monastery of the Theotokos Evergetis founded in 1049 near Constantinople. A book-length introduction sets out the historical significance of the house for the development of Byzantine monasticism and discusses its administration, liturgy and way of life. An English translation of the Hypotyposis (the monastery's foundation document) is provided, accompanied by detailed notes. Previous scholarship on the authorship of the Hypotyposis and the evolution of the text is discussed and linguistic analysis used to suggest that traces of the original foundation document by Paul Evergetinos can be identified within it. The Hypotyposis was widely used as a model for later Byzantine and Slavonic typika and the precise relationship of these documents one to the other is demonstrated in detail. The volume also includes prosopographical material on the known patrons of the monastery, a discussion of its library, English translations of later Greek and Latin texts referring to the monastery and a suggested reconstruction of Paul Evergetinos' original foundation document.""--P. [4] of cover.
","Jordan, Robert H.|Morris, Rosemary","Greek","9781409436881","English","Monasticism|Liturgy","11th|12th",""
"The life of the Virgin ","Maximus, Confessor, Saint, ca. 580-662","Book","","The life of the Virgin ","The life of the Virgin ","","2012","New Haven","Yale University Press","x, 215 p.","","","","","Shoemaker, Stephen J.","Georgian","","English","Theology","7th",""
"The martyrdom of Athanasius of Klysma, a Saint from the Egyptian desert","Athanasius, of Klysma","Book","","The martyrdom of Athanasius of Klysma, a Saint from the Egyptian desert","The martyrdom of Athanasius of Klysma, a Saint from the Egyptian desert : study, edition & translation of the Greek and Arabic texts","","2012","Athens","The Inst. for Graeco-Oriental and African Studies","vii, 199 p.","","","","","Christides, Vassilios|Høgel, Christian|Monferrer Sala, Juan Pedro","Greek|Arabic","","English","Saints lives","6th|7th",""
"The Moral Pieces of Theodore II Laskaris","Theodore II Lascaris, Emperor of Nicaea, 1222-1258","Journal Article","","The Moral Pieces of Theodore II Laskaris","The Moral Pieces of Theodore II Laskaris","Dumbarton Oaks Papers 65/66, 237-269","2012","","","","","","","Critical edition of the Epitomai ethikai with translation and commentary
","Angelov, Dimiter","Greek","","English","Rhetoric","13th",""
"The survey of Istanbul 1455","","Book","","The survey of Istanbul 1455","The survey of Istanbul 1455 : the text, English translation, analysis of the text, documents. 
","Selected works of Halil İnalcık 6","2012","Istanbul","Türkiye İş Bankası Kültür Yayınları","694 p.","","","","A register of the population and the domestic and religious buildings of the city of Istanbul was drawn up on the order of Sultan Mehmed II the Conqueror in the year of 1455. Parts of the register survived in two pieces - one in the Ottoman Archives in Istanbul, and a copy of the other in a personal library. This book is the first publication of these two pieces as a whole. The first section of the book consists of the facsimile of the register, and a modern copy by Prof. Halil İnalcik, together with an English translation of the whole register. The second section consists of a summary and interpretation of the register’s text -along with a glossary of terms and expressions, a list of personal names, essays on hâne and cizye, and an annotated list of churches, monasteries and mosques. An appendix offers a set of complementary documents and sources.
","İnalcık, Halil","Turkish","978-605-360-635-2","English","Constantinople","15th",""
"The testament of the Patriarch Athanasios I of Constantinople (1289–93, 1303–09)","Athanasios I, Patriarch of Constantinople, ca. 1230-ca. 1323","Edited Book","","The testament of the Patriarch Athanasios I of Constantinople (1289–93, 1303–09)","The testament of the Patriarch Athanasios I of Constantinople (1289–93, 1303–09) IN: Byzantine religious culture : studies in honor of Alice-Mary Talbot, 439-463","Medieval Mediterranean 92","2012","Leiden ; Boston","Brill","","","","","","Patedakis, Manolis S.","Greek","9789004212442 ","English","Law|Politics and government","13th|14th",""
"Carme apologetico ","Nicholas IV Mouzalon","Book","","Carme apologetico ","Carme apologetico ","La gorgona 3 ","2012","Roma","Bonanno ","170","","","","","Strano, Gioacchino","Greek","978-88-7796-987-3","Italian","Poems|Politics and government|Cyprus","12th",""
"I versi sulla 'hesychia' del monaco Teofane (fine 14o seculo)","Theophanes, monk, 14th cent.","Journal article","","I versi sulla 'hesychia' del monaco Teofane (fine 14o seculo)","I versi sulla 'hesychia' del monaco Teofane (fine 14o seculo)","Revue des études byzantines 70, 133-147","2012","","","","","","","","Rigo, Antonio","Greek","","Italian","Poems|Mysticism|Monasticism","14th",""
"Omelia sul Salmo 6","Anastasius, Sinaita, Saint, fl. 640-700","Book","","Omelia sul Salmo 6","Omelia sul Salmo 6 : edizione della versione copta e traduzione italiana ","Patrologia orientalis 52:3 ","2012","Turnhout","Brepols","","","","","","Song, Hye Kyoung","Coptic","978-2-503-54574-5","Italian","Sermons","7th",""
"Chronique du XIIIe siècle","Akropolitēs, Geōrgios, b. 1217","Book","","Chronique du XIIIe siècle","Chronique du XIIIe siècle : l'empire grec de Nicée. Texte traduit et présenté par Jean Dayantis. ","La roue à livres","2012","Paris","Belles Lettres","216","","","","","Dayantis, Jean","Greek","9782251339634","French","History","13th",""
"Géoponiques","","Book","Geoponica","Géoponiques","Géoponiques : traduction Jean-Pierre Grélois et Jacques Lefort","Monographies (Centre de recherche d’histoire et civilisation de Byzance) 38","2012","Paris ","ACHCByz","326","","","","Attributed to Cassianus Bassus, Scholasticus.
","Grélois, Jean-Pierre|Lefort, Jacques","Greek","","French","Agriculture","10th",""
"Homélies","Amphilochius, Saint, Bishop of Iconium, fl. 373-394","Book","","Homélies","Homélies : introduction, traduction, notes et index par Michel Bonnet; avec la collaboration de Sever J. Voicu.","Sources chrétiennes 552-553","2012","Paris","Éditions du Cerf","2 v.","","","","t. 1. Homélies 1-5 -- t. 2. Homélies 6-10 ; Fragments divers ; Épître synodale ; Lettre à Séleucos.
","Bonnet, Michel","Greek","9782204099790|9782204099806","French","Theology","4th",""
